#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
527,Edward Cabrera,MIA,SP,R,1.5,1.5,0.6,34.6,7.8,0.4,0.6,0,0,4.82,4.50,1.49,6.3,3.6,8.1,0.4,4.1,4.5,1,45.9,31.5,19.9,0.298
528,Luis Patino,SD,SP,R,1.5,1.5,0.6,34.4,7.8,0.4,0.5,0,0,4.82,4.35,1.43,7.0,3.6,7.6,0.3,4.2,4.5,1,40.2,36.8,20.3,0.289
529,Erasmo Ramirez,NYM,SP,R,4.8,0.8,0.3,33.7,7.7,0.4,0.5,0,0,5.09,4.25,1.41,5.6,2.3,8.6,0.3,4.3,4.6,1,44.0,34.8,21.2,0.298
530,Jake Faria,MIL,SP,R,3.6,0.6,0.2,33.7,7.7,0.4,0.5,0,0,4.71,3.94,1.42,7.6,3.5,7.4,0.3,4.1,4.3,1,39.0,37.6,20.7,0.292
531,Kyle McGowin,WSH,SP,R,3.0,1.2,0.5,32.7,7.6,0.5,0.5,0,0,4.38,3.86,1.33,6.9,2.5,7.6,0.3,3.8,4.0,1,42.8,33.8,20.7,0.294
532,Dillon Peters,LAA,SP,L,3.6,0.6,0.2,32.4,7.5,0.4,0.4,0,0,4.41,3.98,1.35,6.1,2.4,7.7,0.3,3.7,4.0,1,45.1,34.9,20.0,0.293
533,Justin Grimm,MIL,RP,R,9.0,0.0,0.0,31.9,7.2,0.3,0.4,0,1,4.81,3.97,1.46,7.3,3.6,6.9,0.3,3.9,4.1,1,39.2,37.4,20.7,0.295
534,Dominic Leone,CLE,RP,R,9.0,0.0,0.0,31.3,7.2,0.4,0.3,0,1,4.48,3.71,1.35,7.6,3.0,6.8,0.3,3.7,3.9,1,37.9,41.5,20.7,0.290
535,Brett Cecil,STL,RP,L,9.0,0.0,0.0,31.6,7.2,0.3,0.4,0,1,4.79,4.25,1.47,5.3,3.0,7.6,0.3,3.8,4.1,1,41.6,35.0,20.6,0.295
536,Bobby Wahl,MIL,RP,R,9.0,0.0,0.0,30.9,7.2,0.4,0.3,0,1,4.12,3.32,1.33,8.5,3.4,6.2,0.3,3.3,3.6,1,38.5,38.1,20.7,0.292
537,Ian Hamilton,CHW,RP,R,9.0,0.0,0.0,30.9,7.2,0.4,0.3,0,1,4.20,3.52,1.32,7.4,2.7,6.8,0.3,3.4,3.6,1,46.3,33.6,20.1,0.296
538,Sam Freeman,WSH,RP,L,9.0,0.0,0.0,31.7,7.2,0.4,0.3,0,1,4.30,4.16,1.46,6.6,3.5,7.0,0.3,3.5,3.8,1,47.9,32.1,20.0,0.295
539,JT Brubaker,PIT,SP,R,2.5,1.0,0.4,29.3,6.7,0.3,0.4,0,0,4.62,4.11,1.42,5.3,2.4,7.1,0.4,3.4,3.7,1,47.6,28.3,21.4,0.306
540,Michel Baez,SD,RP,R,6.7,0.0,0.0,29.1,6.7,0.3,0.3,0,1,4.32,3.77,1.34,6.7,2.9,6.1,0.3,3.2,3.4,1,38.5,38.4,20.3,0.287
541,Rex Brothers,CHC,RP,L,9.0,0.0,0.0,27.8,6.3,0.3,0.3,0,1,3.90,3.85,1.44,7.8,4.0,5.1,0.3,2.8,3.0,1,41.5,34.8,21.0,0.293
542,Hoby Milner,LAA,RP,L,9.0,0.0,0.0,26.9,6.3,0.3,0.3,0,1,3.96,3.55,1.28,6.3,2.3,5.8,0.3,2.8,3.0,1,43.0,37.0,20.0,0.289
543,Dillon Maples,CHC,RP,R,9.0,0.0,0.0,27.6,6.3,0.3,0.3,0,1,3.54,3.68,1.46,8.2,4.5,4.7,0.4,2.5,2.8,0,51.0,25.6,20.7,0.301
544,Caleb Ferguson,LAD,RP,L,9.0,0.0,0.0,26.7,6.3,0.3,0.3,0,1,3.57,3.26,1.24,7.4,2.6,5.2,0.3,2.5,2.7,1,42.3,35.3,19.8,0.285
545,Ryan Buchter,LAA,RP,L,9.0,0.0,0.0,27.3,6.3,0.3,0.3,0,1,4.41,3.85,1.33,6.6,2.7,5.7,0.3,3.1,3.3,1,31.0,49.0,20.0,0.277
546,Bruce Zimmermann,BAL,SP,L,1.2,1.2,0.4,27.8,6.2,0.3,0.4,0,0,5.56,4.72,1.56,4.5,2.8,6.8,0.2,3.8,4.0,1,42.7,36.7,20.6,0.295
547,Ronald Bolanos,KC,SP,R,1.2,1.2,0.5,27.8,6.2,0.3,0.4,0,0,5.31,4.68,1.56,4.9,3.3,6.4,0.4,3.6,3.9,1,45.0,34.3,20.7,0.295
548,Jerad Eickhoff,SD,SP,R,3.6,0.6,0.2,26.6,6.1,0.3,0.4,0,0,5.19,4.08,1.37,5.0,1.9,6.4,0.3,3.5,3.7,1,36.1,41.3,19.9,0.287
549,Lewis Thorpe,MIN,SP,L,3.6,0.6,0.3,25.8,6.1,0.4,0.3,0,0,4.05,3.41,1.25,6.5,2.0,5.7,0.2,2.8,3.0,1,39.9,39.3,20.8,0.291
550,Thomas Hatch,TOR,SP,R,3.6,0.6,0.2,27.1,6.1,0.3,0.4,0,0,5.25,4.30,1.44,5.1,2.4,6.4,0.4,3.6,3.8,1,41.2,38.3,20.4,0.292
551,Sean Poppen,MIN,SP,R,3.6,0.6,0.2,26.6,6.1,0.3,0.3,0,0,4.43,3.89,1.39,5.6,2.4,6.1,0.4,3.1,3.3,1,48.9,30.3,20.8,0.304
552,Paul Blackburn,OAK,RP,R,3.0,0.0,0.0,25.8,6.0,0.3,0.3,0,0,4.33,3.87,1.35,4.2,1.6,6.5,0.2,2.9,3.2,1,50.5,29.1,20.4,0.301
553,Jacob Waguespack,TOR,SP,R,3.6,0.6,0.2,26.3,6.0,0.3,0.4,0,0,4.88,4.09,1.42,5.2,2.3,6.3,0.3,3.3,3.5,1,45.6,34.0,20.4,0.299
554,Yohander Mendez,TEX,RP,L,3.0,0.0,0.0,23.3,5.4,0.3,0.3,0,0,4.43,3.65,1.36,5.2,2.3,5.1,0.3,2.6,2.8,1,39.3,40.2,20.5,0.287
555,Taylor Cole,LAA,RP,R,3.0,0.0,0.0,23.3,5.4,0.3,0.2,0,0,4.00,3.76,1.34,5.2,2.2,5.1,0.2,2.4,2.6,1,47.8,32.2,20.0,0.295
556,Anthony Banda,TB,RP,L,3.0,0.0,0.0,23.0,5.4,0.3,0.2,0,0,3.93,3.51,1.28,5.5,2.0,5.0,0.2,2.4,2.6,1,42.1,37.4,20.5,0.291
557,Trevor Oaks,SF,RP,R,3.0,0.0,0.0,23.6,5.4,0.3,0.3,0,0,4.93,4.23,1.44,3.7,1.9,5.9,0.2,2.9,3.1,1,46.5,32.8,20.7,0.299
558,Juan Nicasio,TEX,RP,R,6.0,0.0,0.0,23.3,5.4,0.3,0.3,0,1,4.50,3.68,1.36,4.9,2.0,5.4,0.2,2.7,2.9,1,42.1,37.4,20.5,0.297
559,Conner Menez,SF,SP,L,3.6,0.6,0.3,22.6,5.2,0.3,0.3,0,0,4.29,3.92,1.38,5.3,2.6,4.6,0.3,2.4,2.6,1,39.4,37.8,20.1,0.288
