#,Name,Team,POS,R/L,G,GS,QS,TBF,IP,W,L,SV,HLD,ERA,SIERA,WHIP,K,BB,H,HBP,ER,R,HR,GB%,FB%,LD%,BABIP
612,Dillon Maples,CHC,RP,R,9.0,0.0,0.0,27.6,6.3,0.3,0.3,0,1,3.54,3.68,1.47,8.2,4.5,4.7,0.4,2.5,2.8,0,51.0,25.6,20.7,0.301
613,Jose Ruiz,CHW,RP,R,9.0,0.0,0.0,28.1,6.3,0.3,0.3,0,1,5.04,4.21,1.48,6.1,3.2,6.1,0.3,3.5,3.8,1,38.7,41.2,20.1,0.287
614,Daniel Zamora,NYM,RP,L,9.0,0.0,0.0,27.2,6.3,0.3,0.3,0,1,4.22,3.73,1.38,6.2,2.7,6.0,0.3,2.9,3.2,1,43.4,33.7,20.2,0.297
615,Caleb Ferguson,LAD,RP,L,9.0,0.0,0.0,26.7,6.3,0.3,0.3,0,1,3.56,3.26,1.24,7.4,2.6,5.2,0.3,2.5,2.7,1,42.3,35.3,19.8,0.285
616,Ryan Buchter,LAA,RP,L,9.0,0.0,0.0,27.3,6.3,0.3,0.3,0,1,4.42,3.85,1.33,6.6,2.7,5.7,0.3,3.1,3.3,1,31.0,49.0,20.0,0.277
617,Bruce Zimmermann,BAL,SP,L,1.2,1.2,0.4,27.8,6.2,0.3,0.4,0,0,5.59,4.72,1.56,4.6,2.9,6.8,0.2,3.8,4.0,1,42.7,36.7,20.6,0.295
618,Ronald Bolanos,KC,SP,R,1.2,1.2,0.5,27.8,6.2,0.3,0.4,0,0,5.31,4.68,1.56,4.9,3.3,6.4,0.4,3.6,3.9,1,45.0,34.3,20.7,0.295
619,Sal Romano,CIN,RP,R,6.0,0.0,0.0,25.8,6.0,0.3,0.3,0,1,4.36,3.61,1.35,5.5,2.1,6.0,0.2,3.0,3.2,1,44.6,32.7,20.1,0.299
620,Brian Moran,TOR,RP,L,6.0,0.0,0.0,26.0,6.0,0.3,0.3,0,1,4.11,3.85,1.36,5.8,2.5,5.6,0.4,2.7,3.0,1,43.0,34.4,19.9,0.292
621,Gerson Bautista,SEA,RP,R,7.5,0.0,0.0,26.4,6.0,0.3,0.3,0,1,4.60,3.86,1.45,6.4,3.3,5.4,0.3,3.1,3.3,1,39.2,40.8,20.0,0.289
622,Conner Menez,SF,SP,L,4.2,0.6,0.3,24.3,5.6,0.3,0.3,0,0,4.26,3.90,1.38,5.8,2.8,4.9,0.3,2.6,2.8,1,39.4,37.8,20.1,0.288
623,Tyler Thornburg,CIN,RP,R,5.4,0.0,0.0,24.0,5.4,0.2,0.3,0,1,5.12,4.03,1.47,5.4,2.7,5.3,0.2,3.1,3.3,1,34.1,43.1,20.1,0.289
624,Danny Hultzen,CHC,RP,L,5.4,0.0,0.0,23.3,5.4,0.3,0.3,0,1,3.99,3.57,1.37,5.8,2.6,4.8,0.3,2.4,2.6,1,43.0,33.6,20.7,0.296
625,Taylor Cole,LAA,RP,R,3.0,0.0,0.0,23.3,5.4,0.3,0.2,0,0,4.00,3.76,1.34,5.3,2.2,5.1,0.2,2.4,2.6,1,47.8,32.2,20.0,0.295
626,Alec Hansen,CHW,RP,R,5.4,0.0,0.0,24.8,5.4,0.3,0.3,0,1,5.32,4.70,1.63,5.7,3.8,5.0,0.2,3.2,3.4,1,38.4,41.6,20.1,0.286
627,Trevor Oaks,SF,RP,R,3.0,0.0,0.0,23.6,5.4,0.3,0.3,0,0,4.94,4.23,1.44,3.7,1.9,5.9,0.2,2.9,3.1,1,46.5,32.8,20.7,0.299
628,Seth Elledge,STL,RP,R,5.4,0.0,0.0,23.7,5.4,0.2,0.3,0,1,4.46,4.05,1.45,5.1,2.7,5.1,0.2,2.7,2.9,1,42.1,34.6,20.6,0.292
629,Kodi Whitley,STL,RP,R,5.4,0.0,0.0,23.7,5.4,0.2,0.3,0,1,4.73,4.17,1.45,4.5,2.4,5.5,0.2,2.8,3.1,1,40.2,36.5,20.6,0.291
